spkid,full_name,a,e,i,om,w,q,ad,per_y,H,rot_per,spec_B,spec_T,n,per,class,producer,first_obs,diameter
2000134,   134 Sophrosyne,2.562815712,0.116408994,11.59607575,346.025212,85.19282152,2.264480914,2.861150511,4.102837054,8.76,17.196,Ch,C,0.240230424,1498.561234,MBA,Otto Matic,1877-09-10,108
2000135,   135 Hertha,2.429507388,0.206629678,2.303958351,343.6953855,340.3797362,1.927499058,2.931515718,3.786914836,8.23,8.403,Xk,M,0.260271574,1383.170644,MBA,Otto Matic,1885-01-18,79.24
2000136,   136 Austria,2.286920547,0.0852908,9.571853875,186.5088269,132.2017038,2.091867264,2.48197383,3.458476404,9.69,11.4969,Xe,M,0.284988581,1263.208506,MBA,Otto Matic,1877-01-17,40.14
2000137,   137 Meliboea,3.118628244,0.217382031,13.41262722,202.3731207,107.0066438,2.440694502,3.796561985,5.507488689,8.05,25.676,,C,0.178961109,2011.610244,MBA,Otto Matic,1885-04-18,145.42
2000138,   138 Tolosa,2.448568382,0.161624233,3.206831275,54.90618538,259.8611725,2.052820395,2.844316369,3.831568182,8.75,10.101,,S,0.257238352,1399.480278,MBA,Otto Matic,11/30/05,45.5
2000139,   139 Juewa,2.781015018,0.175302883,10.90848874,1.853988571,165.8950805,2.293495066,3.268534969,4.637812677,7.78,20.991,X,CP,0.212519641,1693.96108,MBA,Otto Matic,1895-03-23,156.6
2000140,   140 Siwa,2.732613264,0.21651466,3.186545749,107.2680455,196.8611268,2.140962431,3.324264097,4.517263873,8.34,34.407,Xc,P,0.218190992,1649.93063,MBA,Otto Matic,1877-03-11,109.79
2000141,   141 Lumen,2.66645921,0.213113589,11.88591222,318.5379804,58.38546748,2.098200517,3.234717902,4.354222513,8.2,19.87,Ch,CPF,0.226361028,1590.379773,MBA,Otto Matic,1877-08-19,131.03
2000142,   142 Polana,2.4184174,0.1356596,2.23774,291.30048,291.65379,2.0903359,2.7464989,3.761015237,10.27,9.764,B,F,0.26206389,1373.710815,MBA,MPCLINUX,1898-??-??,55.29
2000143,   143 Adria,2.760701095,0.073355928,11.44824505,333.0854658,253.4552981,2.558187303,2.963214887,4.587090236,9.12,22.005,Xc,C,0.214869609,1675.434709,MBA,Otto Matic,1880-04-13,89.93
2000144,   144 Vibilia,2.655009065,0.235232286,4.807811336,76.43548363,293.439385,2.030465214,3.279552916,4.326206192,7.91,13.819,Ch,C,0.227826932,1580.146812,MBA,Otto Matic,5/26/05,142.38
2000145,   145 Adeona,2.673965862,0.145528982,12.63921242,77.43922148,44.0133838,2.284826334,3.063105391,4.372622548,8.13,15.071,Ch,C,0.225408499,1597.100386,MBA,Otto Matic,1885-09-10,151.14
2000146,   146 Lucina,2.717546726,0.065916773,13.09502608,83.98486013,147.0504789,2.538414816,2.896678637,4.479955835,8.2,18.557,Ch,C,0.220008036,1636.303869,MBA,Otto Matic,1885-10-02,132.21
2000147,   147 Protogeneia,3.136574967,0.028725727,1.930447113,248.3871139,101.9901486,3.04647457,3.226675364,5.555097812,8.27,7.853,C,C,0.17742735,2028.999476,MBA,Otto Matic,1884-02-27,132.93
2000148,   148 Gallia,2.77264889,0.184575665,25.30968361,145.0924956,252.2806107,2.260885379,3.284412402,4.616900527,7.63,20.664,S,GU,0.213482244,1686.322918,MBA,Otto Matic,1879-06-14,97.75
2000149,   149 Medusa,2.174679,0.064771,0.93837,159.64119,250.84097,2.0338229,2.3155351,3.207014674,10.72,26.023,,S,0.30733451,1171.36211,MBA,MPCLINUX,1891-??-??,19.75
2000150,   150 Nuwa,2.983395985,0.126801916,2.193157476,206.258834,151.5981171,2.605095658,3.361696312,5.153170995,8.23,8.1347,Cb,CX,0.191265977,1882.195706,MBA,Otto Matic,1899-05-07,151.13
2000151,   151 Abundantia,2.5912358,0.0350353,6.43857,38.96725,132.05215,2.5004511,2.6820205,4.171273101,9.24,9.864,Sl,S,0.23628908,1523.5575,MBA,MPCLINUX,1885-??-??,45.37
2000153,   153 Hilda,3.9725082,0.1385341,7.82776,228.17422,38.79351,3.4221804,4.522836,7.917815996,7.48,5.9587,X,P,0.12448209,2891.982292,OMB,MPCLINUX,1895-??-??,170.63
2000154,   154 Bertha,3.1980799,0.0773954,20.97537,36.79484,158.54248,2.9505632,3.4455966,5.71929061,7.58,25.224,C,,0.17233366,2088.970895,MBA,MPCLINUX,1885-??-??,184.93
2000155,   155 Scylla,2.7553842,0.2783072,11.39333,41.03628,45.96377,1.9885409,3.5222275,4.573845039,11.39,7.9597,,XFC,0.21549184,1670.596901,MBA,MPCLINUX,1875-??-??,39.9
2000156,   156 Xanthippe,2.728129641,0.226569472,9.776166641,241.864983,338.4748824,2.110018748,3.346240534,4.506150666,8.64,22.37,Ch,C,0.218729101,1645.871531,MBA,Otto Matic,1901-09-19,120.99
2000158,   158 Koronis,2.8684833,0.0530301,1.00151,278.00732,141.98141,2.7163673,3.0205993,4.858326257,9.27,14.218,S,S,0.20287363,1774.503665,MBA,MPCLINUX,1893-??-??,35.37
2000159,   159 Aemilia,3.104459689,0.109259906,6.128622993,134.1384778,333.3952976,2.765266714,3.443652664,5.469998909,8.12,16.37,Ch,C,0.180187656,1997.917101,MBA,Otto Matic,1/11/04,124.97
2000160,   160 Una,2.7280274,0.0647604,3.82379,8.64053,52.16146,2.5513593,2.9046955,4.505897505,9.08,11.033,C,CX,0.21874139,1645.779064,MBA,MPCLINUX,1910-??-??,81.24
2000161,   161 Athor,2.379127497,0.137036126,9.054927981,18.7297134,294.1376936,2.053101082,2.705153912,3.669735616,9.15,7.28,Xc,M,0.268582368,1340.370934,MBA,Otto Matic,1899-10-09,44.19
2000162,   162 Laurentia,3.019284038,0.178392097,6.096677531,35.57123014,116.0060892,2.480667627,3.557900449,5.246433336,8.83,11.8686,Ch,STU,0.187865969,1916.259776,MBA,Otto Matic,1902-04-07,99.1
2000163,   163 Erigone,2.366876897,0.19117305,4.813670382,160.1959881,298.3465637,1.914393822,2.819359972,3.641427838,9.47,16.136,Ch,C,0.270670277,1330.031518,MBA,Otto Matic,1892-09-13,72.63
2000164,   164 Eva,2.634087844,0.34464805,24.47044016,77.10151912,283.5541306,1.726254606,3.541921083,4.275171916,8.89,13.66,X,CX,0.230546584,1561.506542,MBA,Otto Matic,1897-05-07,104.87
2000165,   165 Loreley,3.124840197,0.084538272,11.22453601,302.5501075,347.9274185,2.860671608,3.389008786,5.523952318,7.65,7.226,Cb,CD,0.178427732,2017.623584,MBA,Otto Matic,1876-08-10,154.78
2000167,   167 Urda,2.8569775,0.0345529,2.20978,166.29387,132.37689,2.7582606,2.9556944,4.829124939,9.24,13.07,Sk,S,0.20410039,1763.837884,MBA,MPCLINUX,1884-??-??,39.94
2000168,   168 Sibylla,3.3733585,0.0685952,4.63652,206.42359,169.4657,3.1419623,3.6047547,6.195865234,7.94,47.009,Ch,C,0.15907807,2263.039777,OMB,MPCLINUX,1880-??-??,148.39
2000169,   169 Zelia,2.3582059,0.1312532,5.49993,354.79274,334.40433,2.0486838,2.667728,3.621435739,9.56,14.537,Sl,S,0.27216451,1322.729404,MBA,MPCLINUX,1916-??-??,33.6
2000170,   170 Maria,2.554036,0.0625221,14.38442,301.36716,158.7732,2.3943523,2.7137197,4.081771757,9.39,13.12,S,S,0.24147021,1490.867134,MBA,MPCLINUX,1899-??-??,44.3
2000171,   171 Ophelia,3.131168056,0.130947412,2.546765221,100.5398831,56.96606115,2.721149702,3.541186411,5.540739968,8.31,6.66535,C,C,0.177887121,2023.755273,MBA,Otto Matic,1894-02-23,116.69
2000172,   172 Baucis,2.379060177,0.115226559,10.02892149,331.9910159,359.3714675,2.104929258,2.653191096,3.669579858,8.79,27.417,L,S,0.268593769,1340.314043,MBA,Otto Matic,2/14/10,62.43
2000173,   173 Ino,2.744580273,0.206255868,14.20976521,148.276158,227.9406443,2.178494487,3.310666059,4.546970205,7.66,6.163,Xk,C,0.216765503,1660.780867,MBA,Otto Matic,1879-01-20,154.1
2000174,   174 Phaedra,2.85886785,0.144150429,12.12987627,327.7267539,289.2106454,2.446760822,3.270974878,4.833918494,8.48,5.744,S,S,0.203897994,1765.58873,MBA,Otto Matic,1877-09-03,69.24
2000175,   175 Andromache,3.1827008,0.2329902,3.2199,21.36165,320.65161,2.4411627,3.9242389,5.678085579,8.31,8.324,Cg,C,0.17358426,2073.920758,MBA,MPCLINUX,1877-??-??,101.17
2000176,   176 Iduna,3.186714392,0.165933965,22.58728292,200.682231,187.36594,2.657930238,3.715498547,5.688829464,7.9,11.2877,Ch,G,0.17325643,2077.844962,MBA,Otto Matic,1877-10-15,121.04
2000177,   177 Irma,2.767620633,0.238387717,1.389976653,347.5774647,38.23228932,2.107853868,3.427387398,4.604346954,9.49,13.856,Ch,C:,0.214064295,1681.737725,MBA,Otto Matic,1877-11-08,73.22
2000178,   178 Belisana,2.4619458,0.042156,1.89638,51.16848,211.42161,2.35816,2.5657316,3.86301086,9.38,12.323,S,S,0.25514458,1410.964717,MBA,MPCLINUX,1892-??-??,35.81
2000179,   179 Klytaemnestra,2.9708257,0.1146241,7.81599,251.94251,104.04538,2.6302975,3.3113539,5.12063663,8.15,11.173,Sk,S,0.1924812,1870.312529,MBA,MPCLINUX,1899-??-??,77.69
2000181,   181 Eucharis,3.130568525,0.203107545,18.88612567,143.2281356,318.6658871,2.494726438,3.766410612,5.539148699,7.84,52.23,Xk,S,0.177938224,2023.174062,MBA,Otto Matic,1892-08-27,106.66
2000182,   182 Elsa,2.415718911,0.186181817,2.00456652,107.2412313,310.2145444,1.965955975,2.865481848,3.754722119,9.12,80.088,S,S,0.262503123,1371.412254,MBA,Otto Matic,2/11/08,43.68
2000183,   183 Istria,2.7906926,0.3516879,26.3907,141.96005,264.25733,1.8092398,3.7721454,4.6620421,9.68,11.77,S,S,0.21141514,1702.810877,MBA,MPCLINUX,1906-??-??,35.43
2000184,   184 Dejopeja,3.193453738,0.069109481,1.141277765,331.7614655,207.9719024,2.972755809,3.414151667,5.706885327,8.31,6.455,X,X,0.172708269,2084.439866,MBA,Otto Matic,1892-09-30,66.47
2000185,   185 Eunike,2.739539455,0.129029616,23.22355124,153.8620175,224.5928661,2.386057732,3.093021178,4.534449207,7.62,21.797,C,C,0.217364059,1656.207573,MBA,Otto Matic,1884-07-12,157.51
2000186,   186 Celuta,2.362073981,0.150043764,13.17414795,14.83937521,314.9930659,2.007659509,2.716488452,3.630349571,8.91,19.842,K,S,0.271496247,1325.985181,MBA,Otto Matic,1883-12-07,49.99
2000187,   187 Lamberta,2.72769657,0.240423382,10.58646775,21.72000004,196.9081146,2.071894537,3.383498603,4.50507773,8.16,10.67,Ch,C,0.218781194,1645.479641,MBA,Otto Matic,1902-09-26,130.4
2000188,   188 Menippe,2.763705784,0.176165124,11.73227352,241.1726645,68.96108404,2.276837211,3.250574357,4.594581012,9.22,11.98,S,S,0.214519296,1678.170715,MBA,Otto Matic,6/14/15,38.61
2000189,   189 Phthia,2.450421484,0.0358187,5.177734449,203.5207649,168.6910854,2.362650571,2.538192397,3.83591866,9.33,22.346,Sa,S,0.256946607,1401.069291,MBA,Otto Matic,1880-02-08,37.66
2000190,   190 Ismene,4.000893906,0.166562526,6.155178797,175.8593808,273.1926829,3.33449491,4.667292902,8.00283301,7.59,6.52,X,P,0.123159671,2923.034757,OMB,Otto Matic,1894-11-06,159
2000191,   191 Kolga,2.894632991,0.09147241,11.50531821,159.3243746,227.6509419,2.629853935,3.159412046,4.924911873,9.07,17.625,Cb,XC:,0.200130745,1798.824062,MBA,Otto Matic,1885-01-09,101.03
2000192,   192 Nausikaa,2.401979661,0.246483603,6.814986777,343.2635193,30.1031784,1.80993106,2.994028261,3.722735586,7.13,13.625,Sl,S,0.264758606,1359.729173,MBA,Otto Matic,1879-03-27,103.26
2000194,   194 Prokne,2.618093504,0.236501142,18.48757443,159.3553813,163.3045126,1.998911401,3.237275606,4.236292432,7.68,15.679,C,C,0.232662475,1547.305811,MBA,Otto Matic,1879-03-22,168.42
2000195,   195 Eurykleia,2.8762416,0.0435376,6.96679,7.06989,121.89663,2.7510169,3.0014663,4.878049941,9.01,16.521,Ch,C,0.20205334,1781.707741,MBA,MPCLINUX,1884-??-??,85.71
2000196,   196 Philomela,3.112988771,0.019900084,7.260022525,72.52968975,199.1458641,3.051040032,3.17493751,5.492556505,6.54,8.334,S,S,0.179447637,2006.156263,MBA,Otto Matic,1879-05-15,136.39
2000197,   197 Arete,2.7418652,0.162119,8.79676,81.63432,246.69309,2.2973568,3.1863736,4.540224614,9.18,6.6084,S,S,0.21708756,1658.31704,MBA,MPCLINUX,1879-??-??,29.18
2000198,   198 Ampella,2.457869707,0.22862721,9.314120808,268.4664509,88.59714107,1.895933814,3.0198056,3.853421247,8.33,10.379,S,S,0.255779532,1407.462111,MBA,Otto Matic,1898-05-16,57.16
2000200,   200 Dynamene,2.736419699,0.134127489,6.896569492,324.5937532,85.05802667,2.369390596,3.103448802,4.526705746,8.26,37.394,Ch,C,0.217735885,1653.379274,MBA,Otto Matic,1879-07-28,128.36
2000201,   201 Penelope,2.676772514,0.181304004,5.758428372,157.0364991,181.1138534,2.191462939,3.162082089,4.379508752,8.43,3.7474,X,M,0.225054073,1599.615572,MBA,Otto Matic,1879-08-13,68.39
2000202,   202 Chryseis,3.071793747,0.101301929,8.853016683,136.8461854,1.028036947,2.760615114,3.38297238,5.383891267,7.42,23.67,,S,0.1830695,1966.466285,MBA,Otto Matic,1879-09-22,86.15
2000203,   203 Pompeja,2.73679703,0.059386051,3.178268128,347.9399665,56.92606064,2.574269464,2.899324597,4.527642075,8.76,24.052,,DCX:,0.217690857,1653.721268,MBA,Otto Matic,1879-09-26,116.25
2000204,   204 Kallisto,2.6704789,0.1746829,8.28529,205.13335,55.6418,2.2039919,3.1369659,4.364072243,8.89,19.489,,S,0.22585013,1593.977387,MBA,MPCLINUX,1879-??-??,48.57
2000205,   205 Martha,2.7771236,0.0340055,10.68361,211.92421,175.0303,2.6826861,2.8715611,4.628081768,9.23,14.912,Ch,C,0.21296648,1690.406866,MBA,MPCLINUX,1907-??-??,80.58
2000206,   206 Hersilia,2.740099699,0.038073949,3.77847101,145.1826989,298.7584577,2.635773284,2.844426114,4.535840242,8.68,11.11,C,C,0.217297398,1656.715648,MBA,Otto Matic,1879-10-14,113
2000207,   207 Hedda,2.284140273,0.029590578,3.802729043,29.25138801,194.0755205,2.216551243,2.351729303,3.452171469,9.92,30.098,Ch,C,0.285509075,1260.905629,MBA,Otto Matic,1885-06-15,58.7
2000208,   208 Lacrimosa,2.8963087,0.0149992,1.74485,4.40592,111.94211,2.8528664,2.939751,4.929189221,8.96,14.085,Sk,S,0.19995708,1800.386363,MBA,MPCLINUX,1904-??-??,41.33
2000209,   209 Dido,3.144627413,0.060623236,7.169935263,0.744102286,249.7658211,2.953989923,3.335264902,5.576503719,8.24,5.7366,Xc,C,0.176746279,2036.817984,MBA,Otto Matic,1879-10-26,159.94
2000210,   210 Isabella,2.723020653,0.121205476,5.255565954,32.66295069,14.49042764,2.392975638,3.053065668,4.493498543,9.33,6.672,Cb,CF,0.219344966,1641.250343,MBA,Otto Matic,1885-01-09,86.65
2000211,   211 Isolda,3.040748747,0.162376699,3.887233928,263.6508185,173.5609935,2.547002004,3.53449549,5.302479607,7.89,18.365,Ch,C,0.185880259,1936.730676,MBA,Otto Matic,1880-02-01,143.19
2000212,   212 Medea,3.116971428,0.105643525,4.263111623,313.502696,100.7166445,2.787683579,3.446259278,5.503100375,8.28,10.283,,DCX:,0.179103817,2010.007412,MBA,Otto Matic,1880-02-11,136.12
2000213,   213 Lilaea,2.752455037,0.146117423,6.802444735,122.1200003,162.6576921,2.350273401,3.154636672,4.566553521,8.64,8.045,B,F,0.215835921,1667.933674,MBA,Otto Matic,1880-03-11,83.01
2000214,   214 Aschera,2.6104937,0.0314396,3.43526,342.03674,134.39784,2.5284208,2.6925666,4.217860208,9.5,6.835,Xc,E,0.23367922,1540.573441,MBA,MPCLINUX,1880-??-??,23.16
2000215,   215 Oenone,2.7654696,0.0367104,1.68635,25.01652,317.19499,2.6639481,2.8669911,4.598980326,9.59,20,,S,0.21431409,1679.777564,MBA,MPCLINUX,1908-??-??,35.51
2000216,   216 Kleopatra,2.795318802,0.248729045,13.09997822,215.4849606,180.2426703,2.100041827,3.490595777,4.673639615,7.3,5.385,Xe,M,0.210890519,1707.046869,MBA,Otto Matic,1880-04-20,124
2000217,   217 Eudora,2.8783542,0.3046289,10.4592,162.84745,154.92301,2.0015243,3.7551841,4.883425367,9.8,25.253,,X,0.20183093,1783.671115,MBA,MPCLINUX,1885-??-??,66.24
2000218,   218 Bianca,2.667460312,0.116232865,15.19717912,170.651485,62.80160118,2.357413757,2.977506866,4.356674883,8.6,6.337,,S,0.226233609,1591.275501,MBA,Otto Matic,1893-08-24,60.62
2000219,   219 Thusnelda,2.3542924,0.223213,10.84574,200.92678,142.19787,1.8287837,2.8798011,3.612424736,9.32,29.842,,S,0.27284341,1319.438135,MBA,MPCLINUX,1898-??-??,40.56
2000220,   220 Stephania,2.347423,0.2586418,7.59025,257.99346,78.5298,1.7402813,2.9545647,3.596625566,11,18.198,,XC,0.27404195,1313.667488,MBA,MPCLINUX,1931-??-??,31.12
2000221,   221 Eos,3.0090401,0.1047794,10.88098,141.86174,194.06873,2.6937547,3.3243255,5.219755503,7.67,10.436,K,S,0.18882614,1906.515698,MBA,MPCLINUX,1885-??-??,103.87
2000222,   222 Lucia,3.137172266,0.13681128,2.157339126,80.31897502,179.4567614,2.707971713,3.566372818,5.556684676,9.13,7.8,,BU,0.177376681,2029.579078,MBA,Otto Matic,1899-03-10,54.66
2000223,   223 Rosa,3.095305806,0.116201318,1.936140761,47.9494212,61.33249381,2.735627191,3.45498442,5.445823299,9.68,20.283,,X,0.180987562,1989.08696,MBA,Otto Matic,1885-10-04,87.61
2000224,   224 Oceana,2.644416623,0.04446088,5.838136696,352.9016621,281.872476,2.526843532,2.761989715,4.300342241,8.59,9.401,,M,0.229197173,1570.700003,MBA,Otto Matic,1899-03-07,61.82
2000225,   225 Henrietta,3.392297723,0.264224859,20.86769258,197.1184696,104.3354651,2.495968335,4.288627111,6.248116859,8.72,7.3556,,F,0.157747735,2282.124683,OMB,Otto Matic,1895-05-11,120.49
2000226,   226 Weringia,2.7136065,0.2031966,15.92158,135.08933,152.91385,2.1622109,3.2650021,4.47021591,9.7,11.24,S,,0.2204874,1632.746361,MBA,MPCLINUX,1885-??-??,33.83
2000227,   227 Philosophia,3.1723743,0.1917581,9.10991,326.54473,265.55132,2.5640458,3.7807028,5.650473222,8.7,18.048,,,0.17443252,2063.835345,MBA,MPCLINUX,1908-??-??,87.31
2000228,   228 Agathe,2.2014766,0.2411077,2.53693,313.38497,18.7941,1.6706836,2.7322696,3.266474738,12.48,6.484,S,S,0.30174006,1193.079898,MBA,MPCLINUX,1905-??-??,9.3
2000229,   229 Adelinda,3.422468833,0.139651156,2.079283314,28.07250783,311.6064703,2.944517103,3.900420564,6.331658093,9.13,6.6,,BCU,0.155666378,2312.638119,OMB,Otto Matic,1885-01-19,93.2
2000230,   230 Athamantis,2.381735414,0.06196442,9.444335309,239.917142,139.0706845,2.23415256,2.529318267,3.675771224,7.35,24.0055,Sl,S,0.268141357,1342.57544,MBA,Otto Matic,1884-01-24,108.99
2000231,   231 Vindobona,2.9205109,0.1550738,5.09295,350.82719,267.39506,2.4676162,3.3734056,4.991101904,9.2,14.244,,,0.19747669,1822.99997,MBA,MPCLINUX,1902-??-??,82.33
2000232,   232 Russia,2.5535441,0.1742676,6.0641,152.26438,51.91581,2.1085441,2.9985441,4.080592718,10.25,21.91,,C,0.24153998,1490.43649,MBA,MPCLINUX,1913-??-??,53.28
2000233,   233 Asterope,2.65986474,0.101167948,7.683563435,222.0370843,125.2939302,2.390771682,2.928957797,4.33807974,8.21,19.7,K,T,0.227203358,1584.483625,MBA,Otto Matic,1897-08-24,102.78
2000234,   234 Barbara,2.386750236,0.243788484,15.35323444,144.6004627,192.2629596,1.804888013,2.968612459,3.687386519,9.02,26.468,Ld,S,0.26729671,1346.817926,MBA,Otto Matic,1885-01-13,43.75
2000235,   235 Carolina,2.881234572,0.062958539,9.030019701,66.04932928,210.0745652,2.699836253,3.062632892,4.890757484,8.82,17.61,,S,0.201528349,1786.349171,MBA,Otto Matic,1884-02-13,57.58
2000236,   236 Honoria,2.801093,0.1876304,7.68143,186.04461,174.91654,2.2755228,3.3266632,4.688128313,8.18,12.333,L,S,0.21023876,1712.338867,MBA,MPCLINUX,1884-??-??,86.2
2000237,   237 Coelestina,2.7630568,0.0733514,9.74809,84.36962,199.75668,2.5603827,2.9657309,4.592962718,9.24,29.215,S,S,0.21459488,1677.579633,MBA,MPCLINUX,1884-??-??,41.08
2000238,   238 Hypatia,2.907610849,0.086573963,12.39154148,183.955822,209.5928811,2.655887454,3.159334244,4.958069649,8.18,8.8745,Ch,C,0.198792343,1810.934939,MBA,Otto Matic,1892-03-18,148.49
2000239,   239 Adrastea,2.9692523,0.2324658,6.16319,180.75844,210.45303,2.2790027,3.6595019,5.116569291,10.3,18.4707,,,0.19263421,1868.826934,MBA,MPCLINUX,1884-??-??,41.52
2000240,   240 Vanadis,2.665312528,0.206119654,2.104193838,115.1960589,300.0488347,2.115939232,3.214685825,4.351414087,9,10.64,C,C,0.226507122,1589.353995,MBA,Otto Matic,1884-08-29,103.9
2000241,   241 Germania,3.052470622,0.097656264,5.514027181,270.5068166,79.88658898,2.754377747,3.350563498,5.333170173,7.58,15.51,B,CP,0.184810582,1947.940406,MBA,Otto Matic,1884-11-24,168.9
2000242,   242 Kriemhild,2.8634424,0.1191224,11.34895,206.96689,279.36232,2.5223423,3.2045425,4.845525623,9.2,4.5478,Xc,,0.20340957,1769.828234,MBA,MPCLINUX,1885-??-??,38.9
2000243,   243 Ida,2.862215165,0.041634875,1.132110327,324.0433831,110.0046385,2.743047194,2.981383137,4.842410693,9.94,4.634,S,S,0.203540415,1768.690506,MBA,Otto Matic,1885-01-18,32
2000244,   244 Sita,2.1748196,0.1371858,2.84417,209.03044,166.30806,1.8764652,2.473174,3.207325769,12.2,129.51,Sa,,0.3073047,1171.475737,MBA,MPCLINUX,1885-??-??,10.95
2000245,   245 Vera,3.100798469,0.193940839,5.159374455,61.41406706,328.8698366,2.499427011,3.702169926,5.460325261,7.82,14.38,S,S,0.180506881,1994.383802,MBA,Otto Matic,1885-03-09,79.5
2000246,   246 Asporina,2.693354831,0.109105199,15.62550277,162.3578934,96.84093954,2.399495816,2.987213846,4.420267589,8.62,16.222,A,A,0.222978873,1614.502737,MBA,Otto Matic,1885-03-08,60.1
2000247,   247 Eukrate,2.742348224,0.242877377,24.98897127,0.191857493,54.78062116,2.07629388,3.408402567,4.54142455,8.04,12.093,Xc,CP,0.217030201,1658.755317,MBA,Otto Matic,1885-03-16,134.43
2000248,   248 Lameia,2.470641614,0.066596277,4.05867756,246.879682,11.51072859,2.30610608,2.635177147,3.883495716,10.21,12,,,0.253798731,1418.44681,MBA,Otto Matic,1885-06-06,48.66
2000249,   249 Ilse,2.3781452,0.2163598,9.6202,334.7525,42.06335,1.8636102,2.8926802,3.667463148,11.33,85.24,,,0.26874879,1339.540915,MBA,MPCLINUX,1885-??-??,34.83
2000250,   250 Bettina,3.1475165,0.1311206,12.81296,23.90103,76.16923,2.7348122,3.5602208,5.584190293,7.58,5.0545,Xk,M,0.17650299,2039.625504,MBA,Goffin,1885-??-??,79.75
2000251,   251 Sophia,3.0949913,0.0999889,10.51123,156.17856,285.48592,2.7855265,3.4044561,5.444993324,10,20.216,,,0.18101515,1988.783812,MBA,MPCLINUX,1885-??-??,28.42
